"","Sach_genes","gene_No","tax.Phylum","Category","till2","t1","Soil_Type","genome"
"4671",2504,7902,"Actinobacteriota","Glucose","CT","total","RH","GCF_000935125.1"
"4672",2504,7902,"Actinobacteriota","Glucose","MP","total","RAS","GCF_000935125.1"
"4673",2504,7902,"Actinobacteriota","Glucose","MP","total","RH","GCF_000935125.1"
"4674",2949,7903,"Actinobacteriota","Glucose","CT","total","RH","GCF_000719705.1"
"4675",2949,7903,"Actinobacteriota","Glucose","MP","total","RAS","GCF_000719705.1"
"4676",2949,7903,"Actinobacteriota","Glucose","MP","total","RH","GCF_000719705.1"
"4677",2933,7915,"Actinobacteriota","Glucose","CT","total","RH","GCF_001625365.1"
"4678",2933,7915,"Actinobacteriota","Glucose","MP","total","RAS","GCF_001625365.1"
"4679",2933,7915,"Actinobacteriota","Glucose","MP","total","RH","GCF_001625365.1"
"4680",2692,7919,"Proteobacteria","Glucose","CT","total","RAS","GCF_003601975.1"
"4681",2692,7919,"Proteobacteria","Glucose","CT","total","RH","GCF_003601975.1"
"4682",2594,7929,"Proteobacteria","Glucose","CT","total","RAS","GCF_002532045.1"
"4683",2989,7938,"Actinobacteriota","Glucose","CT","total","RH","GCF_008634025.1"
"4684",2989,7938,"Actinobacteriota","Glucose","MP","total","RAS","GCF_008634025.1"
"4685",2989,7938,"Actinobacteriota","Glucose","MP","total","RH","GCF_008634025.1"
"4686",3006,7939,"Actinobacteriota","Glucose","CT","total","RH","GCF_000720145.1"
"4687",3006,7939,"Actinobacteriota","Glucose","MP","total","RAS","GCF_000720145.1"
"4688",3006,7939,"Actinobacteriota","Glucose","MP","total","RH","GCF_000720145.1"
"4689",2686,7940,"Actinobacteriota","Glucose","CT","total","RH","GCF_009811595.1"
"4690",2686,7940,"Actinobacteriota","Glucose","MP","total","RAS","GCF_009811595.1"
"4691",2686,7940,"Actinobacteriota","Glucose","MP","total","RH","GCF_009811595.1"
"4692",3053,7944,"Actinobacteriota","Glucose","CT","total","RH","GCA_014650455.1"
"4693",3053,7944,"Actinobacteriota","Glucose","MP","total","RAS","GCA_014650455.1"
"4694",3053,7944,"Actinobacteriota","Glucose","MP","total","RH","GCA_014650455.1"
"4695",3683,7947,"Actinobacteriota","Glucose","CT","total","RH","GCF_000974985.2"
"4696",3091,7947,"Actinobacteriota","Glucose","CT","total","RH","GCF_002803085.1"
"4697",3683,7947,"Actinobacteriota","Glucose","MP","total","RAS","GCF_000974985.2"
"4698",3091,7947,"Actinobacteriota","Glucose","MP","total","RAS","GCF_002803085.1"
"4699",3683,7947,"Actinobacteriota","Glucose","MP","total","RH","GCF_000974985.2"
"4700",3091,7947,"Actinobacteriota","Glucose","MP","total","RH","GCF_002803085.1"
"4701",2875,7972,"Proteobacteria","Glucose","CT","total","RH","GCF_004919685.1"
"4702",2989,7973,"Actinobacteriota","Glucose","CT","total","RH","GCF_000718025.1"
"4703",2989,7973,"Actinobacteriota","Glucose","MP","total","RAS","GCF_000718025.1"
"4704",2989,7973,"Actinobacteriota","Glucose","MP","total","RH","GCF_000718025.1"
"4705",3546,7974,"Actinobacteriota","Glucose","CT","total","RH","GCF_000717595.1"
"4706",3634,7974,"Actinobacteriota","Glucose","CT","total","RH","GCF_014204745.1"
"4707",3546,7974,"Actinobacteriota","Glucose","MP","total","RAS","GCF_000717595.1"
"4708",3634,7974,"Actinobacteriota","Glucose","MP","total","RAS","GCF_014204745.1"
"4709",3546,7974,"Actinobacteriota","Glucose","MP","total","RH","GCF_000717595.1"
"4710",3634,7974,"Actinobacteriota","Glucose","MP","total","RH","GCF_014204745.1"
"4711",2432,7975,"Proteobacteria","Glucose","CT","total","RAS","GCF_001693515.2"
"4712",3290,7976,"Actinobacteriota","Glucose","CT","total","RH","GCF_900091315.1"
"4713",3290,7976,"Actinobacteriota","Glucose","MP","total","RAS","GCF_900091315.1"
"4714",3290,7976,"Actinobacteriota","Glucose","MP","total","RH","GCF_900091315.1"
"4715",3791,7980,"Actinobacteriota","Glucose","MP","total","RAS","GCF_009720385.1"
"4716",2711,7984,"Actinobacteriota","Glucose","CT","total","RH","GCF_000715845.1"
"4717",2711,7984,"Actinobacteriota","Glucose","MP","total","RAS","GCF_000715845.1"
"4718",2711,7984,"Actinobacteriota","Glucose","MP","total","RH","GCF_000715845.1"
"4719",3398,7997,"Actinobacteriota","Glucose","CT","total","RH","GCF_014084105.1"
"4720",3398,7997,"Actinobacteriota","Glucose","MP","total","RAS","GCF_014084105.1"
"4721",3398,7997,"Actinobacteriota","Glucose","MP","total","RH","GCF_014084105.1"
"4722",3228,7999,"Actinobacteriota","Glucose","CT","total","RH","GCF_001428885.1"
"4723",3228,7999,"Actinobacteriota","Glucose","MP","total","RAS","GCF_001428885.1"
"4724",3228,7999,"Actinobacteriota","Glucose","MP","total","RH","GCF_001428885.1"
"4725",3068,8002,"Actinobacteriota","Glucose","CT","total","RH","GCF_000787835.1"
"4726",3513,8002,"Actinobacteriota","Glucose","CT","total","RH","GCF_001905725.1"
"4727",3068,8002,"Actinobacteriota","Glucose","MP","total","RAS","GCF_000787835.1"
"4728",3513,8002,"Actinobacteriota","Glucose","MP","total","RAS","GCF_001905725.1"
"4729",3068,8002,"Actinobacteriota","Glucose","MP","total","RH","GCF_000787835.1"
"4730",3513,8002,"Actinobacteriota","Glucose","MP","total","RH","GCF_001905725.1"
"4731",3635,8004,"Actinobacteriota","Glucose","CT","total","RH","GCF_004104505.1"
"4732",3635,8004,"Actinobacteriota","Glucose","MP","total","RAS","GCF_004104505.1"
"4733",3635,8004,"Actinobacteriota","Glucose","MP","total","RH","GCF_004104505.1"
"4734",3268,8005,"Actinobacteriota","Glucose","CT","total","RH","GCF_000009765.2"
"4735",3268,8005,"Actinobacteriota","Glucose","MP","total","RAS","GCF_000009765.2"
"4736",3268,8005,"Actinobacteriota","Glucose","MP","total","RH","GCF_000009765.2"
"4737",3702,8006,"Actinobacteriota","Glucose","MP","total","RAS","GCF_003014735.1"
"4738",2683,8007,"Proteobacteria","Glucose","CT","total","RH","GCF_900110395.1"
"4739",2368,8012,"Proteobacteria","Glucose","CT","total","RAS","GCF_001693385.1"
"4740",3561,8016,"Actinobacteriota","Glucose","CT","total","RH","GCA_014655955.1"
"4741",3561,8016,"Actinobacteriota","Glucose","MP","total","RAS","GCA_014655955.1"
"4742",3561,8016,"Actinobacteriota","Glucose","MP","total","RH","GCA_014655955.1"
"4743",3017,8020,"Proteobacteria","Glucose","CT","total","RH","GCF_001542405.1"
"4744",1526,8030,"Proteobacteria","Glucose","MP","total","RH","GCA_013127575.1"
"4745",3237,8032,"Actinobacteriota","Glucose","CT","total","RH","GCF_001418325.1"
"4746",3137,8032,"Actinobacteriota","Glucose","CT","total","RH","GCF_900105245.1"
"4747",3237,8032,"Actinobacteriota","Glucose","MP","total","RAS","GCF_001418325.1"
"4748",3137,8032,"Actinobacteriota","Glucose","MP","total","RAS","GCF_900105245.1"
"4749",3237,8032,"Actinobacteriota","Glucose","MP","total","RH","GCF_001418325.1"
"4750",3137,8032,"Actinobacteriota","Glucose","MP","total","RH","GCF_900105245.1"
"4751",3314,8038,"Actinobacteriota","Glucose","CT","total","RH","GCF_003112535.1"
"4752",3900,8038,"Actinobacteriota","Glucose","CT","total","RH","GCF_900236475.1"
"4753",3314,8038,"Actinobacteriota","Glucose","MP","total","RAS","GCF_003112535.1"
"4754",3900,8038,"Actinobacteriota","Glucose","MP","total","RAS","GCF_900236475.1"
"4755",3314,8038,"Actinobacteriota","Glucose","MP","total","RH","GCF_003112535.1"
"4756",3900,8038,"Actinobacteriota","Glucose","MP","total","RH","GCF_900236475.1"
"4757",2424,8043,"Proteobacteria","Glucose","CT","total","RAS","GCF_900099825.1"
"4758",2033,8043,"Proteobacteria","Glucose","CT","total","RH","GCF_001541225.1"
"4759",2830,8046,"Actinobacteriota","Glucose","CT","total","RH","GCF_002946835.1"
"4760",2830,8046,"Actinobacteriota","Glucose","MP","total","RAS","GCF_002946835.1"
"4761",2830,8046,"Actinobacteriota","Glucose","MP","total","RH","GCF_002946835.1"
"4762",2723,8046,"Proteobacteria","Glucose","CT","total","RH","GCF_900112425.1"
"4763",2723,8046,"Proteobacteria","Glucose","MP","total","RH","GCF_900112425.1"
"4764",2896,8049,"Actinobacteriota","Glucose","CT","total","RH","GCF_009834125.1"
"4765",2896,8049,"Actinobacteriota","Glucose","MP","total","RAS","GCF_009834125.1"
"4766",2896,8049,"Actinobacteriota","Glucose","MP","total","RH","GCF_009834125.1"
"4767",3477,8053,"Actinobacteriota","Glucose","MP","total","RAS","GCF_006716745.1"
"4768",2997,8054,"Proteobacteria","Glucose","CT","total","RAS","GCF_007993935.1"
"4769",3405,8056,"Actinobacteriota","Glucose","CT","total","RH","GCF_014596915.1"
"4770",3405,8056,"Actinobacteriota","Glucose","MP","total","RAS","GCF_014596915.1"
"4771",3405,8056,"Actinobacteriota","Glucose","MP","total","RH","GCF_014596915.1"
"4772",3405,8060,"Actinobacteriota","Glucose","CT","total","RH","GCF_004005495.1"
"4773",3977,8060,"Actinobacteriota","Glucose","CT","total","RH","GCF_011044995.1"
"4774",3405,8060,"Actinobacteriota","Glucose","MP","total","RAS","GCF_004005495.1"
"4775",3405,8060,"Actinobacteriota","Glucose","MP","total","RH","GCF_004005495.1"
"4776",3977,8060,"Actinobacteriota","Glucose","MP","total","RH","GCF_011044995.1"
"4777",2790,8060,"Proteobacteria","Glucose","CT","total","RH","GCF_014189435.1"
"4778",3302,8063,"Actinobacteriota","Glucose","CT","total","RH","GCF_000720135.1"
"4779",3302,8063,"Actinobacteriota","Glucose","MP","total","RAS","GCF_000720135.1"
"4780",3302,8063,"Actinobacteriota","Glucose","MP","total","RH","GCF_000720135.1"
"4781",3870,8065,"Actinobacteriota","Glucose","CT","total","RH","GCF_003752275.1"
"4782",3870,8065,"Actinobacteriota","Glucose","MP","total","RAS","GCF_003752275.1"
"4783",3870,8065,"Actinobacteriota","Glucose","MP","total","RH","GCF_003752275.1"
"4784",2807,8067,"Actinobacteriota","Glucose","CT","total","RH","GCF_002803845.1"
"4785",2807,8067,"Actinobacteriota","Glucose","MP","total","RAS","GCF_002803845.1"
"4786",2807,8067,"Actinobacteriota","Glucose","MP","total","RH","GCF_002803845.1"
"4787",2785,8071,"Actinobacteriota","Glucose","CT","total","RH","GCF_009811555.1"
"4788",2785,8071,"Actinobacteriota","Glucose","MP","total","RAS","GCF_009811555.1"
"4789",2785,8071,"Actinobacteriota","Glucose","MP","total","RH","GCF_009811555.1"
"4790",3502,8072,"Proteobacteria","Glucose","CT","total","RH","GCF_001652265.1"
"4791",2774,8073,"Proteobacteria","Glucose","CT","total","RAS","GCF_000938255.1"
"4792",2329,8080,"Proteobacteria","Glucose","CT","total","RAS","GCF_000472425.1"
"4793",2571,8089,"Proteobacteria","Glucose","CT","total","RAS","GCF_004114975.1"
"4794",3808,8091,"Actinobacteriota","Glucose","CT","total","RH","GCF_006539185.1"
"4795",3808,8091,"Actinobacteriota","Glucose","MP","total","RAS","GCF_006539185.1"
"4796",3808,8091,"Actinobacteriota","Glucose","MP","total","RH","GCF_006539185.1"
"4797",3721,8095,"Actinobacteriota","Glucose","CT","total","RH","GCF_004365705.1"
"4798",3341,8095,"Actinobacteriota","Glucose","CT","total","RH","GCF_900105415.1"
"4799",3721,8095,"Actinobacteriota","Glucose","MP","total","RAS","GCF_004365705.1"
"4800",3341,8095,"Actinobacteriota","Glucose","MP","total","RAS","GCF_900105415.1"
"4801",3721,8095,"Actinobacteriota","Glucose","MP","total","RH","GCF_004365705.1"
"4802",3341,8095,"Actinobacteriota","Glucose","MP","total","RH","GCF_900105415.1"
"4803",2448,8097,"Actinobacteriota","Glucose","CT","total","RH","GCF_004125265.1"
"4804",2448,8097,"Actinobacteriota","Glucose","MP","total","RAS","GCF_004125265.1"
"4805",2448,8097,"Actinobacteriota","Glucose","MP","total","RH","GCF_004125265.1"
"4806",1899,8101,"Actinobacteriota","Glucose","MP","total","RAS","GCF_000308415.1"
"4807",3578,8102,"Actinobacteriota","Glucose","CT","total","RH","GCF_002078175.1"
"4808",3578,8102,"Actinobacteriota","Glucose","MP","total","RAS","GCF_002078175.1"
"4809",3578,8102,"Actinobacteriota","Glucose","MP","total","RH","GCF_002078175.1"
"4810",3410,8104,"Actinobacteriota","Glucose","MP","total","RAS","GCF_900104175.1"
"4811",3492,8106,"Actinobacteriota","Glucose","MP","total","RAS","GCF_000389965.1"
"4812",3632,8109,"Actinobacteriota","Glucose","CT","total","RH","GCF_004803895.1"
"4813",3632,8109,"Actinobacteriota","Glucose","MP","total","RAS","GCF_004803895.1"
"4814",3632,8109,"Actinobacteriota","Glucose","MP","total","RH","GCF_004803895.1"
"4815",2943,8110,"Actinobacteriota","Glucose","MP","total","RAS","GCF_004348335.1"
"4816",4058,8110,"Actinobacteriota","Glucose","MP","total","RAS","GCF_009720365.1"
"4817",2943,8110,"Actinobacteriota","Glucose","MP","total","RH","GCF_004348335.1"
"4818",2807,8110,"Proteobacteria","Glucose","CT","total","RH","GCF_900115375.1"
"4819",2807,8110,"Proteobacteria","Glucose","MP","total","RH","GCF_900115375.1"
"4820",3085,8111,"Actinobacteriota","Glucose","CT","total","RH","GCF_000718315.1"
"4821",3085,8111,"Actinobacteriota","Glucose","MP","total","RAS","GCF_000718315.1"
"4822",3085,8111,"Actinobacteriota","Glucose","MP","total","RH","GCF_000718315.1"
"4823",4290,8115,"Actinobacteriota","Glucose","CT","total","RH","GCF_000719095.1"
"4824",4290,8115,"Actinobacteriota","Glucose","MP","total","RAS","GCF_000719095.1"
"4825",4290,8115,"Actinobacteriota","Glucose","MP","total","RH","GCF_000719095.1"
"4826",3451,8117,"Actinobacteriota","Glucose","CT","total","RH","GCF_001553455.1"
"4827",3414,8117,"Actinobacteriota","Glucose","CT","total","RH","GCF_001746365.1"
"4828",2951,8117,"Actinobacteriota","Glucose","CT","total","RH","GCF_001905005.1"
"4829",3451,8117,"Actinobacteriota","Glucose","MP","total","RAS","GCF_001553455.1"
"4830",3414,8117,"Actinobacteriota","Glucose","MP","total","RAS","GCF_001746365.1"
"4831",2951,8117,"Actinobacteriota","Glucose","MP","total","RAS","GCF_001905005.1"
"4832",3451,8117,"Actinobacteriota","Glucose","MP","total","RH","GCF_001553455.1"
"4833",3414,8117,"Actinobacteriota","Glucose","MP","total","RH","GCF_001746365.1"
"4834",2951,8117,"Actinobacteriota","Glucose","MP","total","RH","GCF_001905005.1"
"4835",3002,8122,"Proteobacteria","Glucose","CT","total","RAS","GCF_002356515.1"
"4836",3002,8122,"Proteobacteria","Glucose","CT","total","RH","GCF_002356515.1"
"4837",3265,8127,"Actinobacteriota","Glucose","CT","total","RH","GCF_002155905.1"
"4838",3265,8127,"Actinobacteriota","Glucose","MP","total","RAS","GCF_002155905.1"
"4839",3265,8127,"Actinobacteriota","Glucose","MP","total","RH","GCF_002155905.1"
"4840",4250,8133,"Actinobacteriota","Glucose","CT","total","RH","GCF_900107965.1"
"4841",4250,8133,"Actinobacteriota","Glucose","MP","total","RAS","GCF_900107965.1"
"4842",4250,8133,"Actinobacteriota","Glucose","MP","total","RH","GCF_900107965.1"
"4843",2418,8136,"Actinobacteriota","Glucose","CT","total","RH","GCF_009569385.1"
"4844",2418,8136,"Actinobacteriota","Glucose","MP","total","RAS","GCF_009569385.1"
"4845",2418,8136,"Actinobacteriota","Glucose","MP","total","RH","GCF_009569385.1"
"4846",3023,8142,"Actinobacteriota","Glucose","CT","total","RH","GCF_000717715.1"
"4847",3023,8142,"Actinobacteriota","Glucose","MP","total","RAS","GCF_000717715.1"
"4848",3023,8142,"Actinobacteriota","Glucose","MP","total","RH","GCF_000717715.1"
"4849",2457,8143,"Proteobacteria","Glucose","CT","total","RAS","GCF_001982635.1"
"4850",3635,8150,"Actinobacteriota","Glucose","MP","total","RAS","GCF_900188485.1"
"4851",3132,8156,"Actinobacteriota","Glucose","CT","total","RH","GCA_014654895.1"
"4852",3132,8156,"Actinobacteriota","Glucose","MP","total","RAS","GCA_014654895.1"
"4853",3132,8156,"Actinobacteriota","Glucose","MP","total","RH","GCA_014654895.1"
"4854",3526,8163,"Actinobacteriota","Glucose","CT","total","RH","GCA_014650435.1"
"4855",3526,8163,"Actinobacteriota","Glucose","MP","total","RAS","GCA_014650435.1"
"4856",3526,8163,"Actinobacteriota","Glucose","MP","total","RH","GCA_014650435.1"
"4857",3406,8165,"Actinobacteriota","Glucose","CT","total","RH","GCF_014205255.1"
"4858",2540,8165,"Actinobacteriota","Glucose","MP","total","RAS","GCF_000308475.2"
"4859",3406,8165,"Actinobacteriota","Glucose","MP","total","RAS","GCF_014205255.1"
"4860",3406,8165,"Actinobacteriota","Glucose","MP","total","RH","GCF_014205255.1"
"4861",3049,8166,"Actinobacteriota","Glucose","CT","total","RH","GCF_000720475.1"
"4862",3049,8166,"Actinobacteriota","Glucose","MP","total","RAS","GCF_000720475.1"
"4863",3049,8166,"Actinobacteriota","Glucose","MP","total","RH","GCF_000720475.1"
"4864",2491,8169,"Proteobacteria","Glucose","CT","total","RAS","GCF_000472385.1"
"4865",2590,8174,"Actinobacteriota","Glucose","MP","total","RAS","GCF_001552215.1"
"4866",2590,8174,"Actinobacteriota","Glucose","MP","total","RH","GCF_001552215.1"
"4867",2924,8176,"Actinobacteriota","Glucose","CT","total","RH","GCF_003865135.1"
"4868",2924,8176,"Actinobacteriota","Glucose","MP","total","RAS","GCF_003865135.1"
"4869",2924,8176,"Actinobacteriota","Glucose","MP","total","RH","GCF_003865135.1"
"4870",2927,8179,"Actinobacteriota","Glucose","CT","total","RH","GCF_014203855.1"
"4871",2927,8179,"Actinobacteriota","Glucose","MP","total","RAS","GCF_014203855.1"
"4872",2927,8179,"Actinobacteriota","Glucose","MP","total","RH","GCF_014203855.1"
"4873",2622,8180,"Actinobacteriota","Glucose","CT","total","RH","GCF_000720175.1"
"4874",2622,8180,"Actinobacteriota","Glucose","MP","total","RAS","GCF_000720175.1"
"4875",2622,8180,"Actinobacteriota","Glucose","MP","total","RH","GCF_000720175.1"
"4876",2589,8181,"Actinobacteriota","Glucose","CT","total","RH","GCA_014648615.1"
"4877",2589,8181,"Actinobacteriota","Glucose","MP","total","RAS","GCA_014648615.1"
"4878",2589,8181,"Actinobacteriota","Glucose","MP","total","RH","GCA_014648615.1"
"4879",3458,8182,"Actinobacteriota","Glucose","CT","total","RH","GCF_001418335.1"
"4880",3458,8182,"Actinobacteriota","Glucose","MP","total","RAS","GCF_001418335.1"
"4881",3458,8182,"Actinobacteriota","Glucose","MP","total","RH","GCF_001418335.1"
"4882",2622,8185,"Actinobacteriota","Glucose","CT","total","RH","GCF_001294335.1"
"4883",2902,8185,"Actinobacteriota","Glucose","CT","total","RH","GCF_001905545.1"
"4884",2622,8185,"Actinobacteriota","Glucose","MP","total","RAS","GCF_001294335.1"
"4885",2902,8185,"Actinobacteriota","Glucose","MP","total","RAS","GCF_001905545.1"
"4886",2622,8185,"Actinobacteriota","Glucose","MP","total","RH","GCF_001294335.1"
"4887",2902,8185,"Actinobacteriota","Glucose","MP","total","RH","GCF_001905545.1"
"4888",2613,8191,"Actinobacteriota","Glucose","MP","total","RAS","GCF_009733595.1"
"4889",2613,8191,"Actinobacteriota","Glucose","MP","total","RH","GCF_009733595.1"
"4890",3711,8193,"Actinobacteriota","Glucose","CT","total","RH","GCF_001282115.1"
"4891",3711,8193,"Actinobacteriota","Glucose","MP","total","RAS","GCF_001282115.1"
"4892",3711,8193,"Actinobacteriota","Glucose","MP","total","RH","GCF_001282115.1"
"4893",3166,8196,"Actinobacteriota","Glucose","CT","total","RH","GCF_001905825.1"
"4894",3166,8196,"Actinobacteriota","Glucose","MP","total","RAS","GCF_001905825.1"
"4895",3166,8196,"Actinobacteriota","Glucose","MP","total","RH","GCF_001905825.1"
"4896",2106,8202,"Firmicutes","Glucose","CT","total","RH","GCF_003612115.1"
"4897",3495,8204,"Actinobacteriota","Glucose","CT","total","RH","GCF_001514285.1"
"4898",3495,8204,"Actinobacteriota","Glucose","MP","total","RAS","GCF_001514285.1"
"4899",3495,8204,"Actinobacteriota","Glucose","MP","total","RH","GCF_001514285.1"
"4900",4095,8208,"Actinobacteriota","Glucose","CT","total","RH","GCF_008042275.1"
"4901",4095,8208,"Actinobacteriota","Glucose","MP","total","RAS","GCF_008042275.1"
"4902",4095,8208,"Actinobacteriota","Glucose","MP","total","RH","GCF_008042275.1"
"4903",3851,8212,"Actinobacteriota","Glucose","CT","total","RH","GCF_001983975.1"
"4904",3851,8212,"Actinobacteriota","Glucose","MP","total","RAS","GCF_001983975.1"
"4905",3851,8212,"Actinobacteriota","Glucose","MP","total","RH","GCF_001983975.1"
"4906",3308,8215,"Actinobacteriota","Glucose","CT","total","RH","GCF_001896135.2"
"4907",3308,8215,"Actinobacteriota","Glucose","MP","total","RAS","GCF_001896135.2"
"4908",3308,8215,"Actinobacteriota","Glucose","MP","total","RH","GCF_001896135.2"
"4909",2915,8218,"Actinobacteriota","Glucose","CT","total","RH","GCF_008704655.1"
"4910",2915,8218,"Actinobacteriota","Glucose","MP","total","RAS","GCF_008704655.1"
"4911",2915,8218,"Actinobacteriota","Glucose","MP","total","RH","GCF_008704655.1"
"4912",3362,8219,"Actinobacteriota","Glucose","CT","total","RH","GCA_014650995.1"
"4913",3362,8219,"Actinobacteriota","Glucose","MP","total","RAS","GCA_014650995.1"
"4914",3362,8219,"Actinobacteriota","Glucose","MP","total","RH","GCA_014650995.1"
"4915",2217,8220,"Actinobacteriota","Glucose","CT","total","RH","GCF_005795905.1"
"4916",3610,8220,"Actinobacteriota","Glucose","CT","total","RH","GCF_900091725.1"
"4917",2217,8220,"Actinobacteriota","Glucose","MP","total","RAS","GCF_005795905.1"
"4918",3610,8220,"Actinobacteriota","Glucose","MP","total","RAS","GCF_900091725.1"
"4919",2217,8220,"Actinobacteriota","Glucose","MP","total","RH","GCF_005795905.1"
"4920",3610,8220,"Actinobacteriota","Glucose","MP","total","RH","GCF_900091725.1"
"4921",3709,8224,"Actinobacteriota","Glucose","CT","total","RH","GCF_001514265.1"
"4922",3709,8224,"Actinobacteriota","Glucose","MP","total","RAS","GCF_001514265.1"
"4923",3709,8224,"Actinobacteriota","Glucose","MP","total","RH","GCF_001514265.1"
"4924",2977,8226,"Proteobacteria","Glucose","CT","total","RAS","GCF_001542415.1"
"4925",4253,8236,"Actinobacteriota","Glucose","CT","total","RH","GCF_011044975.1"
"4926",4253,8236,"Actinobacteriota","Glucose","MP","total","RAS","GCF_011044975.1"
"4927",4253,8236,"Actinobacteriota","Glucose","MP","total","RH","GCF_011044975.1"
"4928",3585,8238,"Actinobacteriota","Glucose","CT","total","RH","GCA_014656075.1"
"4929",3472,8238,"Actinobacteriota","Glucose","CT","total","RH","GCF_002027195.1"
"4930",3585,8238,"Actinobacteriota","Glucose","MP","total","RAS","GCA_014656075.1"
"4931",3472,8238,"Actinobacteriota","Glucose","MP","total","RAS","GCF_002027195.1"
"4932",3585,8238,"Actinobacteriota","Glucose","MP","total","RH","GCA_014656075.1"
"4933",3472,8238,"Actinobacteriota","Glucose","MP","total","RH","GCF_002027195.1"
"4934",3574,8244,"Actinobacteriota","Glucose","MP","total","RAS","GCF_000719115.1"
"4935",3418,8248,"Actinobacteriota","Glucose","CT","total","RH","GCF_002556545.1"
"4936",3418,8248,"Actinobacteriota","Glucose","MP","total","RAS","GCF_002556545.1"
"4937",3418,8248,"Actinobacteriota","Glucose","MP","total","RH","GCF_002556545.1"
"4938",2556,8253,"Proteobacteria","Glucose","CT","total","RAS","GCF_001189245.1"
"4939",3482,8257,"Actinobacteriota","Glucose","CT","total","RH","GCF_001418645.1"
"4940",3482,8257,"Actinobacteriota","Glucose","MP","total","RAS","GCF_001418645.1"
"4941",3482,8257,"Actinobacteriota","Glucose","MP","total","RH","GCF_001418645.1"
"4942",3634,8262,"Actinobacteriota","Glucose","CT","total","RH","GCF_000830005.1"
"4943",3634,8262,"Actinobacteriota","Glucose","MP","total","RAS","GCF_000830005.1"
"4944",3634,8262,"Actinobacteriota","Glucose","MP","total","RH","GCF_000830005.1"
"4945",5207,8262,"Firmicutes","Glucose","MP","total","RAS","GCF_002027705.1"
"4946",5207,8262,"Firmicutes","Glucose","MP","total","RH","GCF_002027705.1"
"4947",3574,8266,"Actinobacteriota","Glucose","MP","total","RAS","GCF_900110955.1"
"4948",2837,8271,"Actinobacteriota","Glucose","CT","total","RH","GCF_900105395.1"
"4949",2837,8271,"Actinobacteriota","Glucose","MP","total","RAS","GCF_900105395.1"
"4950",2837,8271,"Actinobacteriota","Glucose","MP","total","RH","GCF_900105395.1"
"4951",3034,8272,"Actinobacteriota","Glucose","MP","total","RAS","GCF_013409045.1"
"4952",3034,8272,"Actinobacteriota","Glucose","MP","total","RH","GCF_013409045.1"
"4953",2455,8277,"Actinobacteriota","Glucose","MP","total","RAS","GCF_900659635.1"
"4954",2455,8277,"Actinobacteriota","Glucose","MP","total","RH","GCF_900659635.1"
"4955",3197,8280,"Actinobacteriota","Glucose","CT","total","RH","GCF_001280005.1"
"4956",3197,8280,"Actinobacteriota","Glucose","MP","total","RAS","GCF_001280005.1"
"4957",3197,8280,"Actinobacteriota","Glucose","MP","total","RH","GCF_001280005.1"
"4958",3606,8281,"Actinobacteriota","Glucose","MP","total","RAS","GCF_008386585.1"
"4959",3822,8282,"Actinobacteriota","Glucose","CT","total","RH","GCF_000716445.1"
"4960",3822,8282,"Actinobacteriota","Glucose","MP","total","RAS","GCF_000716445.1"
"4961",3822,8282,"Actinobacteriota","Glucose","MP","total","RH","GCF_000716445.1"
"4962",3308,8292,"Actinobacteriota","Glucose","CT","total","RH","GCF_000716675.1"
"4963",3308,8292,"Actinobacteriota","Glucose","MP","total","RAS","GCF_000716675.1"
"4964",3308,8292,"Actinobacteriota","Glucose","MP","total","RH","GCF_000716675.1"
"4965",2756,8293,"Proteobacteria","Glucose","CT","total","RAS","GCF_900199455.1"
"4966",2756,8293,"Proteobacteria","Glucose","CT","total","RH","GCF_900199455.1"
"4967",2778,8294,"Proteobacteria","Glucose","CT","total","RAS","GCF_000244935.1"
"4968",2416,8295,"Proteobacteria","Glucose","CT","total","RAS","GCF_001440415.1"
"4969",3718,8297,"Actinobacteriota","Glucose","CT","total","RH","GCA_014648995.1"
"4970",3718,8297,"Actinobacteriota","Glucose","MP","total","RAS","GCA_014648995.1"
"4971",3718,8297,"Actinobacteriota","Glucose","MP","total","RH","GCA_014648995.1"
"4972",3209,8299,"Actinobacteriota","Glucose","CT","total","RH","GCA_014650875.1"
"4973",3246,8299,"Actinobacteriota","Glucose","CT","total","RH","GCF_008704795.1"
"4974",3209,8299,"Actinobacteriota","Glucose","MP","total","RAS","GCA_014650875.1"
"4975",3246,8299,"Actinobacteriota","Glucose","MP","total","RAS","GCF_008704795.1"
"4976",3209,8299,"Actinobacteriota","Glucose","MP","total","RH","GCA_014650875.1"
"4977",3246,8299,"Actinobacteriota","Glucose","MP","total","RH","GCF_008704795.1"
"4978",2836,8302,"Firmicutes","Glucose","CT","total","RH","GCA_002243685.1"
"4979",3451,8314,"Actinobacteriota","Glucose","CT","total","RH","GCF_001418475.1"
"4980",3451,8314,"Actinobacteriota","Glucose","MP","total","RAS","GCF_001418475.1"
"4981",3451,8314,"Actinobacteriota","Glucose","MP","total","RH","GCF_001418475.1"
"4982",3988,8322,"Actinobacteriota","Glucose","MP","total","RAS","GCF_003610235.1"
"4983",3211,8334,"Actinobacteriota","Glucose","CT","total","RH","GCA_014649655.1"
"4984",3211,8334,"Actinobacteriota","Glucose","MP","total","RAS","GCA_014649655.1"
"4985",3211,8334,"Actinobacteriota","Glucose","MP","total","RH","GCA_014649655.1"
